# RandomSeed is not predefined. Generated seed value:  2926154337371075706
# VNS started at: 2023-10-21 14:35:56.308861
# Execution parameters: {'algorithm': 'variable_neighborhood_search', 'optimization_type': 'maximization', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/teaching/ones_count_problem/outputs/dimension_77.csv', 'outputFileNameAppendTimeStamp': False, 'outputFields': 'iteration, evaluation, best_solution.fitness_value, best_solution.argument()', 'outputMoments': 'after_algorithm, after_evaluation', 'inputFilePath': 'opt/single_objective/teaching/ones_count_problem/inputs/dimension_77.txt', 'inputFormat': 'txt', 'finishCriteria': 'evaluations & seconds', 'finishEvaluationsMax': 300, 'finishIterationsMax': 0, 'finishSecondsMax': 0, 'randomSeed': 0, 'solutionEvaluationCacheIsUsed': False, 'solutionEvaluationCacheMaxSize': 0, 'solutionDistanceCalculationCacheIsUsed': False, 'solutionDistanceCalculationCacheMaxSize': 0, 'additionalStatisticsKeep': 'None', 'additionalStatisticsMaxLocalOptimaCount': 7, 'kMin': 1, 'kMax': 3, 'localSearchType': 'local_search_best_improvement', 'solutionType': 'BitArray'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	best_solution_argument	
1	30	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	31	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	32	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	33	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	34	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	35	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	36	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	37	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	38	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	39	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	40	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	41	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	42	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	43	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	44	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	45	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	46	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	47	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	48	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	49	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	50	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	51	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	52	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	53	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	54	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	55	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	56	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	57	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	58	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	59	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	60	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	61	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	62	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	63	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	64	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	65	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	66	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	67	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	68	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	69	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	70	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	71	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	72	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	73	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	74	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	75	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	76	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	77	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	78	a_e	00100110001110000000011101101010111111010001000111001000010100110000101001000	32	32	True	XXX	
1	79	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	80	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	81	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	82	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	83	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	84	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	85	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	86	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	87	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	88	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	89	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	90	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	91	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	92	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	93	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	94	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	95	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	96	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	97	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	98	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	99	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	100	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	101	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	102	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	103	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	104	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	105	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	106	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	107	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	108	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	109	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	110	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	111	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	112	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	113	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	114	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	115	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	116	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	117	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	118	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	119	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	120	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	121	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	122	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	123	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	124	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	125	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	126	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	127	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	128	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	129	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	130	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	131	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	132	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	133	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	134	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	135	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	136	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	137	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	138	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	139	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	140	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	141	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	142	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	143	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	144	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	145	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	146	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	147	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	148	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	149	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	150	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	151	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	152	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	153	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	154	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	155	a_e	10100110001110000000111101101010111111010001000111001000010100110000101001000000	34	34	True	XXX	
1	156	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	157	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	158	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	159	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	160	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	161	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	162	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	163	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	164	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	165	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	166	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	167	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	168	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	169	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	170	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	171	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	172	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	173	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	174	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	175	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	176	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	177	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	178	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	179	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	180	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	181	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	182	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	183	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	184	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	185	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	186	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	187	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	188	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	189	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	190	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	191	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	192	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	193	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	194	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	195	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	196	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	197	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	198	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	199	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	200	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	201	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	202	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	203	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	204	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	205	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	206	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	207	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	208	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	209	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	210	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	211	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	212	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	213	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	214	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	215	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	216	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	217	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	218	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	219	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	220	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	221	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	222	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	223	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	224	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	225	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	226	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	227	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	228	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	229	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	230	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	231	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	232	a_e	11100110001110000000111101101010111111010001000111001000010100110000101001000000	35	35	True	XXX	
1	233	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	234	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	235	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	236	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	237	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	238	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	239	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	240	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	241	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	242	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	243	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	244	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	245	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	246	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	247	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	248	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	249	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	250	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	251	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	252	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	253	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	254	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	255	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	256	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	257	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	258	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	259	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	260	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	261	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	262	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	263	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	264	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	265	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	266	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	267	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	268	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	269	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	270	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	271	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	272	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
1	273	a_e	11110110001110000000111101101010111111010001000111001000010100110000101001000000	36	36	True	XXX	
